Order_ID,Foreign_Customer_ID,Product_ID,Quantity,Date_Ordered,Status,Total_Amount
178,178,34,4,6/7/2023,Cancelled,Rupiah
179,179,17,2,9/2/2023,Shipped,Ruble
180,180,1,4,9/29/2022,Processing,Zloty
181,181,31,3,12/9/2022,Delivered,Dollar
182,182,30,2,10/13/2023,Cancelled,Yen
183,183,1,3,10/3/2023,Pending,Bolivar
184,184,33,2,4/3/2023,Cancelled,Rupiah
185,185,18,1,1/12/2023,Delivered,Real
186,186,4,4,12/15/2023,Pending,Ruble
187,187,8,4,10/21/2024,Pending,Colon
188,188,3,2,3/21/2023,Pending,Baht
189,189,34,1,6/11/2024,Processing,Sol
190,190,33,3,1/18/2023,Processing,Euro
191,191,7,1,4/19/2024,Cancelled,Zloty
192,192,10,3,5/6/2024,Delivered,Hryvnia
193,193,40,3,8/12/2024,Cancelled,Dong
194,194,6,3,7/16/2024,Processing,Franc
195,195,36,4,5/18/2024,Pending,Yuan Renminbi
196,196,10,4,2/10/2024,Delivered,Yuan Renminbi
197,197,40,4,11/19/2023,Cancelled,Ariary
198,198,1,3,12/27/2022,Pending,Rupiah
199,199,29,4,6/19/2024,Shipped,Lev
200,200,3,1,2/15/2023,Shipped,Shilling
201,201,26,2,4/6/2023,Shipped,Yuan Renminbi
202,202,18,1,2/17/2024,Cancelled,Yuan Renminbi
203,203,28,4,7/6/2023,Shipped,Rupiah
204,204,23,1,7/25/2023,Pending,Escudo
205,205,21,2,12/21/2024,Pending,Koruna
206,206,35,2,6/1/2023,Delivered,Shilling
207,207,19,1,2/9/2023,Pending,Krona
208,208,26,4,2/24/2023,Processing,Yuan Renminbi
209,209,23,2,8/28/2022,Pending,Franc
210,210,2,2,6/17/2023,Shipped,Pound
211,211,5,4,8/17/2022,Processing,Krona
212,212,23,2,2/11/2024,Delivered,Peso
213,213,1,2,1/27/2024,Pending,Shekel
214,214,21,3,11/13/2024,Pending,Dong
215,215,27,4,9/22/2023,Pending,Peso
216,216,39,2,6/28/2024,Shipped,Euro
217,217,21,2,7/9/2023,Shipped,Euro
218,218,20,2,10/9/2024,Delivered,Yuan Renminbi
219,219,28,4,12/17/2022,Delivered,Euro
220,220,28,4,8/2/2024,Cancelled,Ruble
221,221,36,3,7/10/2023,Shipped,Peso
222,222,3,3,1/1/2023,Processing,Yuan Renminbi
223,223,36,2,12/15/2023,Cancelled,Yuan Renminbi
224,224,14,3,9/18/2022,Pending,Euro
225,225,38,2,6/1/2023,Shipped,Krona
226,226,18,1,3/2/2024,Shipped,Hryvnia
227,227,27,3,12/15/2022,Cancelled,Yuan Renminbi
228,228,4,3,5/4/2023,Shipped,Yuan Renminbi
229,229,9,2,7/25/2024,Pending,Hryvnia
230,230,26,3,9/5/2023,Cancelled,Kuna
231,231,22,3,9/17/2023,Pending,Rupiah
232,232,7,1,10/8/2022,Shipped,Yuan Renminbi
233,233,19,1,11/3/2023,Processing,Kyat
234,234,27,4,10/19/2023,Pending,Shilling
235,235,13,4,5/26/2023,Processing,Real
236,236,10,3,3/14/2024,Pending,Bolivar
237,237,18,2,9/22/2024,Shipped,Euro
238,238,31,3,9/27/2023,Cancelled,Peso
239,239,28,4,9/25/2022,Processing,Rupiah
240,240,24,2,9/6/2023,Shipped,Euro
241,241,7,2,9/14/2024,Processing,Real
242,242,14,3,6/3/2024,Cancelled,Dollar
243,243,30,4,3/11/2024,Processing,Ringgit
244,244,21,1,8/18/2023,Cancelled,Denar
245,245,10,2,11/12/2022,Processing,Ringgit
246,246,1,3,7/11/2023,Shipped,Yuan Renminbi
247,247,34,3,9/29/2022,Shipped,Euro
248,248,27,3,11/5/2024,Pending,Koruna
249,249,37,4,4/28/2023,Processing,Yuan Renminbi
250,250,27,4,7/18/2023,Shipped,Peso
251,251,38,1,11/1/2022,Processing,Yuan Renminbi
252,252,6,3,12/12/2022,Pending,Rial
253,253,26,3,9/23/2024,Delivered,Yuan Renminbi
254,254,32,3,10/16/2022,Cancelled,Rupiah
255,255,24,2,8/24/2023,Delivered,Yuan Renminbi
256,256,23,4,6/24/2024,Processing,Yuan Renminbi
257,257,20,2,7/16/2023,Shipped,Rupiah
258,258,40,3,8/14/2023,Delivered,Yuan Renminbi
259,259,6,2,9/23/2022,Processing,Sol
260,260,31,3,7/30/2024,Cancelled,Ringgit
261,261,6,2,4/24/2024,Shipped,Marka
262,262,39,4,6/14/2023,Cancelled,Peso
263,263,35,2,12/20/2023,Cancelled,Euro
264,264,19,4,9/11/2022,Delivered,Dirham
265,265,14,3,6/6/2024,Cancelled,Peso
266,266,27,4,7/13/2024,Processing,Yuan Renminbi
267,267,12,2,2/26/2024,Delivered,Rupiah
268,268,13,2,3/4/2023,Processing,Tenge
269,269,22,4,12/25/2024,Delivered,Real
270,270,33,2,3/26/2024,Cancelled,Peso
271,271,1,1,8/28/2022,Processing,Rupiah
272,272,37,4,12/5/2024,Pending,Rupiah
273,273,21,4,9/1/2022,Delivered,Rupiah
274,274,32,1,2/20/2023,Pending,Euro
275,275,32,1,9/1/2024,Delivered,Yuan Renminbi
276,276,14,3,12/21/2023,Processing,Peso
277,277,23,2,10/18/2023,Delivered,Euro
278,278,9,3,5/22/2023,Processing,Yuan Renminbi
279,279,7,4,2/9/2023,Delivered,Shilling
280,280,10,3,4/22/2024,Processing,Rupiah
281,281,12,2,8/21/2022,Cancelled,Yuan Renminbi
282,282,34,3,9/26/2022,Cancelled,Rupiah
283,283,15,3,2/24/2023,Processing,Rupiah
284,284,34,1,7/19/2023,Cancelled,Yuan Renminbi
285,285,1,2,12/28/2023,Processing,Rupiah
286,286,38,1,12/1/2022,Processing,Sol
287,287,8,2,3/21/2023,Pending,Shekel
288,288,37,1,9/14/2022,Delivered,Euro
289,289,10,3,1/7/2024,Cancelled,Yuan Renminbi
290,290,16,4,3/21/2024,Shipped,Rupiah
291,291,28,1,9/7/2023,Delivered,Balboa
292,292,32,2,7/18/2023,Processing,Won
293,293,4,2,1/11/2023,Processing,Dirham
294,294,11,3,9/2/2024,Pending,Rupiah
295,295,23,4,12/5/2024,Shipped,Rupiah
296,296,23,2,9/15/2024,Shipped,Euro
297,297,31,1,10/19/2024,Delivered,Peso
298,298,2,2,6/10/2023,Processing,Krona
299,299,24,2,8/16/2022,Cancelled,Ruble
300,300,15,3,9/11/2024,Cancelled,Euro
301,301,21,1,12/2/2024,Shipped,Koruna
302,302,6,2,8/17/2022,Pending,Rupiah
303,303,29,3,3/25/2024,Processing,Peso
304,304,34,2,8/15/2022,Pending,Rupiah
305,305,25,2,9/6/2022,Delivered,Dollar
306,306,28,1,4/16/2024,Pending,Koruna
307,307,6,2,3/24/2024,Delivered,Euro
308,308,23,2,1/27/2024,Processing,Krone
309,309,15,1,3/3/2024,Cancelled,Yuan Renminbi
310,310,16,1,3/28/2024,Delivered,Rupiah
311,311,4,4,6/24/2023,Cancelled,Euro
312,312,12,4,5/21/2024,Pending,Krona
313,313,33,3,2/27/2024,Processing,Koruna
314,314,15,1,9/8/2024,Cancelled,Hryvnia
315,315,14,4,3/28/2023,Processing,Peso
316,316,25,4,7/18/2024,Pending,Won
317,317,27,4,1/13/2023,Processing,Krona
318,318,8,2,9/9/2023,Processing,Peso
319,319,25,2,8/2/2022,Cancelled,Zloty
320,320,38,2,8/17/2024,Shipped,Euro
321,321,6,2,12/30/2024,Cancelled,Euro
322,322,28,4,4/6/2024,Pending,Euro
323,323,12,3,12/2/2024,Shipped,Dollar
324,324,31,4,12/28/2023,Processing,Euro
325,325,39,3,8/5/2024,Delivered,Yen
326,326,36,1,11/8/2022,Delivered,Rupiah
327,327,6,3,3/23/2023,Cancelled,Euro
328,328,35,4,2/8/2024,Pending,Marka
329,329,32,3,8/12/2022,Shipped,Rupiah
330,330,18,4,9/11/2024,Pending,Dinar
331,331,37,2,12/13/2024,Cancelled,Yuan Renminbi
332,332,16,4,10/28/2024,Delivered,Won
333,333,34,4,10/10/2022,Delivered,Taka
334,334,9,2,2/17/2023,Shipped,Peso
335,335,13,2,11/26/2023,Cancelled,Yuan Renminbi
336,336,16,1,1/11/2024,Processing,Peso
337,337,26,2,12/6/2023,Delivered,Lek
338,338,38,4,3/4/2024,Delivered,Zloty
339,339,27,1,12/9/2023,Cancelled,Dollar
340,340,4,1,7/20/2023,Pending,Yuan Renminbi
341,341,2,4,10/28/2022,Processing,Ruble
342,342,4,4,5/16/2024,Processing,Rupiah
343,343,7,1,11/3/2022,Shipped,Peso
344,344,21,4,1/28/2024,Processing,Real
345,345,29,1,9/5/2023,Cancelled,Yuan Renminbi
346,346,6,4,12/30/2024,Delivered,Ruble
347,347,5,4,10/29/2024,Shipped,Koruna
348,348,20,2,9/7/2023,Shipped,Yuan Renminbi
349,349,31,2,4/20/2024,Delivered,Euro
350,350,8,2,5/31/2023,Cancelled,Yuan Renminbi
351,351,12,1,8/23/2023,Pending,Yuan Renminbi
352,352,13,3,1/15/2023,Processing,Peso
353,353,13,1,10/4/2024,Shipped,Hryvnia
354,354,6,4,3/7/2024,Processing,Ruble
355,355,16,2,4/3/2023,Cancelled,Denar
356,356,33,4,5/6/2023,Processing,Yuan Renminbi
357,357,29,4,12/9/2024,Cancelled,Dollar
358,358,25,1,2/7/2023,Processing,Peso
359,359,12,1,11/27/2024,Cancelled,Manat
360,360,37,3,8/27/2022,Shipped,Dollar
361,361,26,4,3/5/2024,Pending,Dollar
362,362,30,2,8/30/2024,Shipped,Dollar
363,363,36,4,10/25/2024,Delivered,Dollar
364,364,2,4,12/1/2023,Pending,Ruble
365,365,6,1,10/15/2023,Pending,Yen
366,366,39,1,11/14/2023,Pending,Rupiah
367,367,26,4,6/5/2023,Cancelled,Euro
368,368,34,2,5/13/2024,Delivered,Shilling
369,369,5,4,5/7/2024,Processing,Ruble
370,370,30,3,3/31/2024,Delivered,Dram
371,371,28,3,5/1/2023,Cancelled,Zloty
372,372,21,3,2/9/2023,Pending,Yuan Renminbi
373,373,29,1,12/24/2022,Cancelled,Euro
374,374,18,2,11/16/2023,Processing,Yuan Renminbi
375,375,1,3,11/11/2024,Cancelled,Yuan Renminbi
376,376,11,4,8/16/2023,Pending,Dollar
377,377,18,2,8/17/2022,Cancelled,Cordoba
378,378,31,1,10/6/2024,Shipped,Dollar
379,379,35,2,3/11/2023,Shipped,Hryvnia
380,380,2,4,6/30/2023,Pending,Euro
381,381,7,2,8/1/2024,Processing,Rupiah
382,382,27,3,10/26/2024,Cancelled,Hryvnia
383,383,23,4,8/23/2023,Processing,Rupee
384,384,16,2,11/6/2022,Shipped,Euro
385,385,38,2,6/19/2023,Pending,Peso
386,386,5,4,7/6/2024,Pending,Yuan Renminbi
387,387,10,3,12/17/2024,Processing,Kuna
388,388,23,4,12/31/2024,Pending,Peso
389,389,16,1,6/2/2023,Processing,Peso
390,390,20,1,12/23/2022,Shipped,Yuan Renminbi
391,391,38,2,5/21/2023,Processing,Lempira
392,392,10,4,12/11/2023,Pending,Franc
393,393,19,3,12/20/2024,Pending,Euro
394,394,38,2,9/22/2024,Delivered,Rupiah
395,395,21,1,7/27/2023,Cancelled,Yuan Renminbi
396,396,28,3,12/31/2023,Cancelled,Yen
397,397,22,4,12/23/2023,Cancelled,Yuan Renminbi
398,398,38,1,12/4/2023,Delivered,Ruble
399,399,23,1,6/13/2023,Processing,Ruble
400,400,40,3,5/29/2023,Shipped,Peso
401,401,32,4,10/4/2023,Processing,Euro
402,402,40,1,3/25/2023,Delivered,Franc
403,403,17,3,9/26/2022,Processing,Dollar
404,404,10,3,11/14/2022,Pending,Tenge
405,405,21,3,8/26/2022,Pending,Boliviano
406,406,8,2,12/17/2023,Shipped,Rupiah
407,407,27,2,8/31/2023,Cancelled,Dinar
408,408,19,4,8/25/2024,Processing,Yuan Renminbi
409,409,28,3,8/16/2023,Shipped,Sol
410,410,19,3,5/27/2023,Shipped,Real
411,411,13,4,1/27/2023,Delivered,Zloty
412,412,29,3,11/14/2023,Processing,Rupiah
413,413,30,1,8/5/2022,Cancelled,Bolivar
414,414,32,2,9/26/2024,Pending,Yuan Renminbi
415,415,10,3,1/7/2023,Processing,Rupee
416,416,22,1,7/30/2023,Delivered,Zloty
417,417,35,2,6/11/2024,Processing,Afghani
418,418,30,2,6/19/2024,Pending,Balboa
419,419,34,1,5/20/2024,Cancelled,Afghani
420,420,35,4,12/19/2023,Delivered,Naira
421,421,37,1,1/19/2023,Delivered,Peso
422,422,30,2,3/19/2023,Shipped,Dollar
423,423,24,2,11/13/2023,Shipped,Peso
424,424,40,3,7/25/2024,Delivered,Koruna
425,425,2,4,8/19/2022,Cancelled,Euro
426,426,25,1,8/17/2022,Shipped,Real
427,427,34,1,8/8/2023,Cancelled,Yuan Renminbi
428,428,29,4,11/22/2024,Processing,Rupiah
429,429,35,3,6/1/2023,Shipped,Euro
430,430,31,3,11/2/2022,Pending,Ariary
431,431,6,1,7/3/2023,Pending,Bolivar
432,432,39,3,12/16/2024,Shipped,Peso
433,433,35,1,4/13/2024,Delivered,Tenge
434,434,16,4,2/18/2024,Processing,Rial
435,435,27,4,1/5/2024,Cancelled,Dollar
436,436,18,4,5/11/2024,Shipped,Yuan Renminbi
437,437,25,2,10/26/2023,Shipped,Yuan Renminbi
438,438,19,3,1/27/2024,Pending,Rupiah
439,439,23,2,1/18/2023,Delivered,Dirham
440,440,40,4,9/15/2022,Delivered,Zloty
441,441,16,1,5/10/2024,Shipped,Rand
442,442,12,1,8/1/2022,Delivered,Rial
443,443,2,4,2/2/2024,Pending,Kuna
444,444,30,4,3/11/2024,Cancelled,Yuan Renminbi
445,445,35,1,1/15/2024,Pending,Rupiah
446,446,12,1,8/8/2024,Delivered,Yuan Renminbi
447,447,18,4,4/30/2024,Delivered,Franc
448,448,7,4,11/24/2024,Shipped,Shekel
449,449,38,2,11/15/2023,Pending,Cordoba
450,450,8,2,12/31/2023,Delivered,Rupiah
451,451,35,3,12/10/2024,Processing,Yuan Renminbi
452,452,21,2,8/24/2023,Processing,Ruble
453,453,23,3,11/10/2023,Processing,Peso
454,454,16,3,8/23/2023,Cancelled,Rupiah
455,455,30,4,1/12/2024,Cancelled,Euro
456,456,14,2,7/28/2024,Delivered,Euro
457,457,20,3,5/23/2024,Shipped,Ruble
458,458,9,4,8/17/2024,Shipped,Ruble
459,459,1,1,12/31/2022,Pending,Euro
460,460,37,4,3/6/2023,Delivered,Real
461,461,5,2,3/11/2023,Delivered,Sol
462,462,34,4,8/25/2024,Shipped,Rupiah
463,463,14,3,11/17/2023,Cancelled,Denar
464,464,28,3,7/15/2023,Shipped,Peso
465,465,35,2,1/28/2023,Processing,Ruble
466,466,19,3,8/6/2022,Cancelled,Rupiah
467,467,6,2,1/27/2024,Cancelled,Lempira
468,468,10,3,12/3/2022,Shipped,Rupiah
469,469,15,4,6/28/2024,Pending,Yuan Renminbi
470,470,14,2,9/28/2022,Cancelled,Rupiah
471,471,35,1,12/22/2023,Pending,Euro
472,472,19,4,8/12/2024,Pending,Won
473,473,30,2,12/3/2022,Cancelled,Dollar
474,474,11,4,2/5/2023,Processing,Peso
475,475,20,1,6/24/2023,Cancelled,Euro
476,476,18,1,5/21/2024,Delivered,Rupiah
477,477,34,1,11/22/2022,Delivered,Yuan Renminbi
478,478,40,4,7/18/2023,Pending,Ariary
479,479,22,2,9/8/2023,Processing,Peso
480,480,2,4,11/7/2022,Pending,Real
481,481,17,1,9/29/2022,Cancelled,Euro
482,482,34,4,9/9/2023,Pending,Dirham
483,483,4,4,1/21/2023,Processing,Ruble
484,484,3,2,11/23/2022,Cancelled,Real
485,485,9,1,2/21/2023,Delivered,Yuan Renminbi
486,486,6,4,12/5/2024,Pending,Boliviano
487,487,5,3,12/16/2023,Processing,Euro
488,488,11,1,8/23/2022,Shipped,Real
489,489,31,3,12/31/2023,Cancelled,Euro
490,490,23,2,4/18/2023,Pending,Koruna
491,491,13,2,8/12/2022,Delivered,Euro
492,492,6,3,9/20/2023,Processing,Rupiah
493,493,6,1,4/28/2023,Delivered,Euro
494,494,26,1,5/15/2023,Shipped,Peso
495,495,23,3,8/27/2022,Pending,Ruble
496,496,39,3,12/7/2022,Cancelled,Yuan Renminbi
497,497,13,2,3/25/2024,Shipped,Ruble
498,498,29,3,6/16/2024,Shipped,Krona
499,499,3,3,4/4/2024,Delivered,Peso
500,500,40,4,2/2/2024,Delivered,Dollar
501,501,38,2,6/9/2024,Delivered,Yuan Renminbi
502,502,37,4,3/14/2023,Delivered,Dong
503,503,27,2,9/22/2022,Cancelled,Afghani
504,504,23,3,11/10/2022,Processing,Peso
505,505,37,4,8/15/2024,Processing,Boliviano
506,506,22,1,3/26/2023,Processing,Peso
507,507,4,2,9/1/2024,Delivered,Yuan Renminbi
508,508,18,1,10/14/2023,Cancelled,Ruble
509,509,7,3,11/30/2022,Processing,Ruble
510,510,13,1,11/30/2024,Shipped,Euro
511,511,12,4,12/19/2024,Cancelled,Lek
512,512,21,1,10/16/2024,Pending,Yen
513,513,3,2,10/28/2023,Shipped,Rupiah
514,514,31,4,3/24/2023,Cancelled,Euro
515,515,15,3,6/5/2024,Pending,Peso
516,516,39,4,4/25/2023,Delivered,Yuan Renminbi
517,517,21,4,6/13/2024,Delivered,Shilling
518,518,18,3,10/19/2023,Processing,Real
519,519,12,1,5/11/2024,Processing,Rupiah
520,520,21,1,12/6/2023,Processing,Rupiah
521,521,4,1,12/5/2024,Shipped,Dollar
522,522,15,4,5/9/2024,Processing,Real
523,523,33,4,8/14/2022,Shipped,Shilling
524,524,38,4,10/3/2024,Processing,Yuan Renminbi
525,525,24,3,11/1/2023,Shipped,Dong
526,526,19,2,11/24/2023,Processing,Rupiah
527,527,4,4,12/8/2022,Pending,Peso
528,528,35,1,6/14/2024,Delivered,Rupiah
529,529,20,4,8/10/2022,Delivered,Dollar
530,530,25,2,3/14/2023,Pending,Rial
531,531,15,4,7/21/2023,Pending,Yuan Renminbi
532,532,10,4,2/21/2024,Processing,Yuan Renminbi
533,533,27,4,4/26/2024,Delivered,Rupiah
534,534,31,3,12/29/2022,Delivered,Won
535,535,34,4,9/2/2022,Pending,Euro
536,536,17,2,8/15/2024,Pending,Real
537,537,33,2,11/27/2022,Cancelled,Dirham
538,538,18,1,10/24/2023,Shipped,Rupiah
539,539,15,3,4/2/2024,Delivered,Rupiah
540,540,21,2,12/13/2023,Delivered,Hryvnia
541,541,34,2,4/21/2024,Cancelled,Dollar
542,542,16,3,7/23/2023,Cancelled,Yen
543,543,37,3,7/12/2024,Pending,Zloty
544,544,29,4,11/24/2024,Processing,Yuan Renminbi
545,545,39,4,5/19/2023,Processing,Ruble
546,546,10,3,1/30/2023,Delivered,Ruble
547,547,25,1,5/22/2024,Pending,Naira
548,548,28,4,11/9/2023,Pending,Pound
549,549,18,4,6/1/2023,Delivered,Dollar
